# 2025.1 comun (comprobado)
pregunta,a,b,c,d,correcta,materia
"¿Cuál es el límite temporal para promover un conflicto de competencia negativo entre órganos de distinto orden jurisdiccional?","Mientras el proceso no haya concluido por sentencia firme, salvo que el conflicto se refiera a la ejecución del fallo, de oficio o a instancia de parte o del Ministerio Fiscal.","Antes de que se formule el trámite de contestación a la demanda y siempre de oficio.","Mientras que no haya sido dictada sentencia, de oficio o a instancia de parte o del Ministerio Fiscal.","Mientras no haya sido dictada sentencia, cuando se promueva de oficio, y antes de la celebración de la vista si se promueve a instancia de parte o del Ministerio Fiscal.","a","Comun"
"¿A qué órgano corresponde resolver del conflicto de jurisdicción que se plantee entre una Sección de lo Contencioso-administrativo de un Tribunal de Instancia y un Tribunal militar territorial?","A la Sala de Conflictos de jurisdicción.","A una Sala especial del Tribunal Supremo, presidida por el Presidente y compuesta por dos magistrados designados anualmente.","Al pleno del Tribunal Supremo.","A la Sala de lo contencioso-administrativo del Tribunal Superior de Justicia en cuya sede tengan circunscripción los órganos en conflicto.","a","Comun"
"En relación con las cuestiones de competencia, ¿cuál de las siguientes afirmaciones es correcta?","No podrán suscitarse cuestiones de competencia entre jueces y tribunales subordinados entre sí.","Las cuestiones de competencia entre órganos de un mismo orden jurisdiccional se resolverán por una Sala especial del Tribunal Supremo, la Sala de conflictos de competencia.","En la resolución en la que se declare la falta de competencia no se expresará el órgano que se considere competente.","Las cuestiones de competencia se suscitan entre jueces y tribunales subordinados entre sí.","a","Comun"
"Conforme al Estatuto General de la Abogacía Española, ¿cuáles son los requisitos imprescindibles para el ejercicio de la abogacía?","El título oficial que habilite para el ejercicio de la profesión de la abogacía y la incorporación al colegio del domicilio profesional, único o principal.","Únicamente disponer del título que habilite para el ejercicio de la profesión de la abogacía, siendo la incorporación al colegio accesoria a tal titulación.","Exclusivamente, la colegiación como ejerciente.","El único requisito imprescindible para el ejercicio de la abogacía es ser una persona de reconocida honorabilidad.","a","Comun"
"Conforme al Estatuto General de la Abogacía Española, ¿cuál de las siguientes causas, en defecto de otra regulación específica, podrá dar lugar al cese de un miembro de la Junta de Gobierno de un Colegio de la Abogacía?","Falta de asistencia injustificada a dos sesiones consecutivas de la Junta de Gobierno.","Falta inicial no conocida de los requisitos estatutarios y de capacidad para desempeñar el cargo.","Falta de asistencia injustificada a tres sesiones alternas de la Junta de Gobierno en el término de un año.","Falta de superación del test psicotécnico al que, cada año, se someterán preceptivamente los miembros de la Junta de Gobierno de cada Colegio de la Abogacía.","b","Comun"
"El Ilustre Colegio de la Abogacía de Cáceres ha recibido un escrito denunciando la presunta conducta de uno de los colegiados, debidamente identificado, consistente en la retención de documentación de un cliente contra sus expresas instrucciones. ¿Puede el órgano competente, con anterioridad al acuerdo de iniciación del procedimiento sancionador, abrir un periodo de información previa?","Sí, puede hacerlo, con el fin de determinar si procede o no iniciar procedimiento sancionador.","Sí, debe hacerlo. No es posible iniciar un procedimiento sancionador sin previamente abrir un periodo de información previa con el fin de determinar si procede o no iniciar el procedimiento.","No, no es posible abrir un periodo de información previa con anterioridad a la apertura del procedimiento sancionador mediante el acuerdo de iniciación.","No, la conducta denunciada no es susceptible de constituir infracción por lo que el órgano competente, deberá, en todo caso, archivar la misma sin iniciar procedimiento sancionador ni abrir periodo de información previa.","a","Comun"
"Una sociedad profesional para el ejercicio de la abogacía carece de seguro en vigor o garantía equivalente que cubra la responsabilidad en la que pueda incurrir en el ejercicio de sus actividades. La obligación de contar con dicho régimen de garantía está prevista por ley. ¿Incurre la sociedad profesional en la misma responsabilidad en la que incurriría un profesional de la abogacía, persona física, que no haya contratado un seguro o garantía cuando la obligación de contar con el mismo para cubrir las responsabilidades por razón del ejercicio profesional esté prevista por ley?","Sí, la falta de seguro en vigor o garantía equivalente se encuentra tipificada, tanto para la sociedad profesional como para el profesional de la abogacía, como infracción muy grave.","Sí, la falta de seguro en vigor o garantía equivalente se encuentra tipificada, tanto para la sociedad profesional como para el profesional de la abogacía, como infracción grave.","No. La falta de seguro o garantía equivalente se encuentra tipificada como infracción muy grave cuando su ausencia se advierta en una sociedad profesional, mientras que para el profesional de la abogacía no se encuentra tipificada la conducta consistente en falta de contratación de seguro o garantía cuando la obligación de contar con el mismo para cubrir las responsabilidades por razón del ejercicio profesional esté prevista por ley.","No, la sociedad profesional podrá ser sancionada por infracción muy grave y el profesional de la abogacía por infracción grave.","d","Comun"
"David, profesional de la abogacía, publicita sus servicios profesionales mediante publicidad que supone la revelación indirecta de hechos amparados por el secreto profesional. ¿Puede ser sancionado David?","Sí, la conducta de David, como profesional de la abogacía, constituye una infracción muy grave.","No, la publicidad no es válida y deberá proceder al cese en la misma pero no se prevé la posibilidad de que, por ello, sea sancionado.","No, la publicidad es válida por no suponer la revelación directa de hechos amparados por el secreto profesional.","Sí, la conducta de David, como profesional de la abogacía, constituye una infracción grave.","d","Comun"
"¿Cuál de los siguientes conceptos tiene la consideración de costas procesales?","Depósitos necesarios para la presentación de recursos.","Derechos arancelarios que deban abonarse como consecuencia de actuaciones facultativas para el desarrollo del proceso.","Certificaciones que se reclamen por el tribunal a registros públicos.","El importe de la tasa abonada en los procesos de ejecución de las hipotecas constituidas para la adquisición de vivienda habitual.","a","Comun"
"Ana, profesional de la abogacía, incurre en causa de incompatibilidad para su ejercicio, razón esta que la lleva a cesar en el ejercicio de la actividad de la abogacía. ¿En qué plazo debe formalizar su baja como ejerciente?","En el plazo máximo de quince días.","En el plazo máximo de cinco días.","En el plazo máximo de un mes.","Habiendo cesado en la actividad de la abogacía, la formalización de baja como ejerciente no se encuentra sujeta a plazo.","a","Comun"
"Transcurrido el plazo de diez días sin haber sido impugnada la tasación de costas practicada, el letrado de la Administración de Justicia aprueba la misma mediante decreto. Notificado el decreto, el demandado manifiesta al profesional de la abogacía su interés en recurrir el mismo. ¿Qué recurso cabe interponer frente a tal decreto?","Recurso directo de revisión.","Recurso de reposición.","No cabe recurso alguno.","Recurso contencioso-administrativo.","a","Comun"
"Nicolás ha sido parte en un proceso judicial y considera que, la sentencia que pone fin al mismo, notificada hace dos días y que no es susceptible de recurso ordinario ni extraordinario, ha vulnerado su derecho fundamental a la tutela judicial efectiva. El profesional de la abogacía que le asiste verifica que tal vulneración no ha podido denunciarse antes de recaer la resolución que puso fin al proceso. ¿Qué actuación puede llevarse a cabo en el seno de este procedimiento?","Es posible solicitar, por escrito, que se declare la nulidad de actuaciones.","Se podrá interponer recurso de revisión ante el Tribunal Supremo.","No siendo susceptible de recurso ordinario ni extraordinario no es posible llevar a cabo actuación alguna en este procedimiento, sin perjuicio de la posibilidad de recurrir en amparo ante el Tribunal Constitucional.","No siendo susceptible de recurso ordinario ni extraordinario no es posible llevar a cabo actuación alguna en este procedimiento, sin perjuicio de la posibilidad de acudir al Tribunal Europeo de los Derechos Humanos.","a","Comun"
"Asociados dos profesionales de la abogacía, en régimen de colaboración multiprofesional, con otros dos profesionales liberales no incompatibles, para la prestación de servicios conjuntos entre los que se incluyen servicios jurídicos que se complementan con los de las otras profesiones, se advierte que uno de estos profesionales liberales no incompatibles ha incumplido las normas sobre prohibiciones propias de la abogacía. ¿Qué deben hacer los profesionales de la abogacía?","Deberán separarse.","No tienen obligación de separarse, pero deberán ponerlo en conocimiento del Colegio de la Abogacía en el que se encuentren colegiados.","Pueden continuar en la agrupación, pues la obligación de separarse únicamente existiría si fuera uno de los profesionales de la abogacía el que hubiera incumplido tales prohibiciones.","Pueden continuar en la agrupación siempre que denuncien al Consejo General de la Abogacía la actuación de estos profesionales liberales.","a","Comun"
"¿Qué efecto tiene, en Derecho, la realización de un acto que, por la intención de su autor, sobrepase manifiestamente los límites normales del ejercicio de un derecho, con daño para terceros?","Se considera error de derecho y producirá únicamente aquellos efectos que las leyes determinen.","Se considerará ejecutado en fraude de ley y no impedirá la debida aplicación de la norma que tal intención haya tratado de eludir.","Dará lugar a la adopción de medidas judiciales o administrativas que impidan la persistencia en el abuso, sin generar derecho a indemnización.","Dará lugar a la correspondiente indemnización y a la adopción de las medidas judiciales o administrativas que impidan la persistencia en el abuso.","d","Comun"
